company_name,url,time_published,topic,relevance_score,ticker,ticker_relevance_score,ticker_sentiment_score,ticker_sentiment_label
Microsoft,https://www.forbes.com/sites/alangassman/2023/04/07/bidens-war-on-billionaires/,20230407T213732,Economy - Monetary,0.158519,MSFT,0.028678,0.13792,Neutral
Microsoft,https://www.investors.com/research/ai-stock-gains-after-response-to-short-seller-is-ai-stock-a-buy/,20230407T154800,Retail & Wholesale,0.5,BKR,0.208017,-0.062906,Neutral
Microsoft,https://www.fool.com/investing/2023/04/07/1-green-flag-and-2-red-flags-for-c3ai-stocks-futur/,20230407T121500,Earnings,0.996023,BKR,0.096091,-0.011637,Neutral
Microsoft,https://www.prnewswire.com/news-releases/global-managed-mobility-services-market-report-2022-growing-reliance-of-it-companies-on-new-technology-and-byod-policies-in-organizations-boosts-growth-301792383.html,20230407T103100,Retail & Wholesale,0.5,MSFT,0.026503,0.1553,Somewhat-Bullish
Microsoft,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-jobs-report-tesla-cuts-u-s-ev-prices-again/,20230407T100400,Life Sciences,0.2,BABA,0.137474,-0.057578,Neutral
Microsoft,https://www.fool.com/investing/2023/04/07/is-elon-musk-cathie-wood-artificial-intelligence/,20230407T100100,Financial Markets,0.929393,MSFT,0.11787,0.029461,Neutral
Microsoft,https://www.fool.com/investing/2023/04/07/3-stocks-have-most-to-lose-with-ai-pause/,20230407T091700,Financial Markets,0.996023,MSFT,0.355588,0.17604,Somewhat-Bullish
Microsoft,https://www.prnewswire.com/news-releases/generative-ai-market-worth-51-8-billion-by-2028---exclusive-report-by-marketsandmarkets-301791576.html,20230407T090000,Earnings,0.161647,IDLSF,0.054114,0.246911,Somewhat-Bullish
Microsoft,https://www.fool.com/investing/2023/04/07/3-top-artificial-intelligence-stocks-to-buy-in-apr/,20230407T090000,Financial Markets,0.413559,MSFT,0.035035,0.087557,Neutral
Microsoft,https://www.barrons.com/articles/tech-stocks-earnings-preview-2424eeae,20230407T070000,Economy - Monetary,0.451494,MSFT,0.472338,0.316081,Somewhat-Bullish
Microsoft,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-rally-rebounds-into-jobs-report-google-alibaba-flash-buy-signals/,20230407T021800,Life Sciences,0.2,BABA,0.092213,-0.042947,Neutral
Microsoft,https://www.moneycontrol.com/news/business/markets/wall-street-ends-higher-as-investors-eye-upcoming-jobs-data-10376081.html,20230407T003200,Economy - Monetary,0.451494,MSFT,0.061949,0.140056,Neutral
Microsoft,https://www.zacks.com/stock/news/2075775/banking-crisis-implications-for-etf-investors,20230406T205000,Economy - Monetary,0.158519,MSFT,0.169676,-0.251266,Somewhat-Bearish
Microsoft,https://www.benzinga.com/trading-ideas/long-ideas/23/04/31703954/early-palantir-investor-claps-back-at-jim-cramer-for-ludicrous-comments-says-palantir-st,20230406T193418,Earnings,0.161647,MSFT,0.202366,0.0,Neutral
